review,sentiment
"A group of people are invited to there high school reunion, but after they arrive they discover it to be a scam by an old classmate they played an almost fatal prank on. Now, he seeks to get revenge on all those that hurt him by sealing all the exits and cutting off all telephone lines.<br /><br />Dark slasher film with an unexceptional premise. Bringing it up a notch are a few good performances, some rather creative death scenes, plenty of excitement & scares, some humor and an original ending.<br /><br />Unrated for Extreme Violence, Graphic Nudity, Sexual Situations, Profanity and Drug Use.",negative
"The more I analyze this film, the worse it becomes. First of all, why a motivational speaker? That part was just stupid. I mean, why would a megalomaniac trying to control the world rely on a motivational speaker? Is Alexander Stone really that disorganized? First he can't decide what he wants to do to control the world, so he looks to the Bible for ideas. Many of these ideas, I might add, really have no reliability(For example, the part of the ""The houses of Ishmael and Isaac shall scream out in terror"" could have already happened. It could have been have been the synagogues burned during Krystalnacht and the mosques could very well have been the mosques blown up in Baghdad or something.) And Gillen Lane's family! They had no part except to provide a family values platfrom and dab their eyes with water! I might add that since Casper van Dien/Gillen Lane is only in his twenties(or that's the impression that I had)and has a ten year child, he had his child during high school. Yeah, there goes TBN's family values. Also, why did this film have to be so damn propaganda-like? I'll repeat what an earlier reviewer said. The Indiana Jones flicks use Christian mythology as a plot dvice and manipulate it well so that we are intoxicated. This film doesn't do that. The beginnig starts off well, with Michael Ironsides playing a priest who murders a scholar off some sort and steals the dead guy's Omega Code. Then when confronted by two men who he is obviously afraid of, the two prophets tell him ""Tell your master that we are here!"". Dominic(Ironsides) replies ""He already knows"" and points to a small surveillance camera. That part sent chills up my spine. Had only it gone on like that one scene I would have loved this film. I'll give Michael York credit: he does a fine job of acting out his character, as does Michael Ironsides. But the good guys are horrible. I've already went on about Lane's family<br /><br />. Now that I'm over the acting, I'll get on to plot. This is obviously a Baptist film, since our beloved Pope of the Vatican is portrayed as an oaf. The world domination plot I liked and found plausible and subtle, as were the action sequences were also thrilling and well-done. Also another diatribe against the Vatican, their leaders are seen as dogmatically minded, since Gillen explains to the Pope that it's not the end of the world, but the beginning of a new one Also, the Vatican (or Israelis)says their going to secede from the World Union aince they used the Omega Code to control the world. Whoever it was, they wouldn't just secede, they'd send over commandoes and kill them. This is the equivalent of America knowing about the KGB going to kill the President and simply saying ""We're not going to talk to you any more!"". Come on! I did enjoy the scenes where we see bombers headed towards Israel and see them again on the monitor. Mediocre in short.",negative
"The word ""1st"" in the title has more ominous meaning for the viewers of this film than for its crime victims. At least they don't have to stick around and watch this interminable film reach its own demise.<br /><br />1st should refer to: 1st draft of a script; 1st takes used in each performance in the final film; 1st edit in post production; etcetera, etcetera.<br /><br />The movie is not cast too badly, it's just that everything about the film come off as worse than third rate, from the goofy script, to the wooden performances. And while suffering through this cobbled together film, by the 2 hour mark you want to be put out of your misery. At 160 minutes long it is readily apparent that it should have been edited to under 2 hours.<br /><br />Going into details concerning the lame script and acting serves little purposes. Even in the equally awful, Lake Placid, at least the performances Bill Pullman and Bridget Fonda constructed out of an extremely weak script, were nuanced enough to make you laugh at the movie. In 1st to Die, one ends up grieving only for the time lost in waiting to see what happens after the opening scene of the preparation of the female lead's suicide.<br /><br />The editing is so bad one is never introduced to one of the main characters, who I think (were never quite told) is a D.A. She just appears in one scene in the middle of a conversation. Obviously the scene where she is introduced to the viewer was dropped on the editor's floor. And no one realized that a character appearing out of nowhere was an unusual film ploy.<br /><br />In a word, don't waste your time with this one. My wife and I wish we didn't. But at least we created our own diversions by commenting in various places in the film like it was Mystery Science Theater. ""Meanwhile, in Cleveland . . . ."" !!!!",negative
"MINOR SPOILER<br /><br />Underrated little Stephen King shocker. It's not perfect, by any stretch of the imagination--even if the limp performances of Dale Midkiff and Denise Crosby were better, there'd still be the mismanaged mystical story elements to contend with. The old Micmac burial ground, Rachel's terminally ill sister, and the Jacob-Marley-an Victor Pascow never really come together into anything coherent, and the film in places feels confused and overstuffed. But few horror movies really are perfect, and what this one may lack in other areas it makes up for in its willingness to shock. `Pet Sematary' may actually be one of the cruelest horror films in recent memory, with its murderous zombie baby and its insanely insensitive portrayal of Zelda. It's politically incorrect, it's tasteless, it's gratuitous--and yet it makes us squirm with revulsion in a way `safer' horror movies never can. Add to that one of Fred Gwynne's best performances and Mary Lambert's witty direction, and you have an intensely satisfying scary movie--even with the hokey ending. Highly recommended for genre fans. 7.5 out of 10.",positive
"The ultimate homage to a great film actress.The film is a masterpiece of poetry on the screen.Like great poetry it is timeless.Direction,cast,screenplay,music,lyrics,in fact all the norms for movie-making are perfectly chosen to suit the message of the film.The Muslim society in India has never been presented with such respect,nobility and reality.The script is memorable in the hands of Meena,Ashok,Raaj Kumar,Nadira etc to name a few.Personally i was most impressed by the regal looking Kamal Kapoor.The master movie maker Kamal Amrohi's lasting legacy to the sub-continent.A very beautiful film on a controversial theme that makes humanity look up and face the reality of the outcasts in the world.'In ka naam? Pakeeza! haan Pakeza'.Such acting is unheard of in this age of sex,dance and pornography.",positive
"The story and the show were good, but it was really depressing and I hate depressing movies. Ri'Chard is great. He really put on a top notch performance, and the girl who played his sister was really awesome and gorgeous. Seriously, I thought she was Carmen Electra until I saw the IMDb profile. I can't say anything bad about Peter Galleghar. He's one of my favorite actors. I love Anne Rice. I'm currently reading the Vampire Chronicles, but I'm glad I saw the movie before reading the book. This is a little too""real"" for me. I prefer Lestat and Louis's witty little tiffs to the struggles of slaves. Eartha Kitt was so creepy and after her character did what she did The movie was ruined for me; I could barely stand to watch the rest of the show. (sorry for the ambiguity, but I don't want to give anything away) Sorry, but it's just not my type of show.",negative
"I was really looking forward to this show given the quality of the actors and the fact that The Scott brothers were involved. Unfortunately my hopes were dashed! Yet again we are led to believe that the KGB are a group of inept morons who don't have a clue what they are doing. At one point there is a laughable scene where 4 KGB agents couldn't handle one CIA agent. I grow weary of these biased, one sided and completely inaccurate portrayals of the Spy game that went on during the cold war. I find it laughable that the US is incapable of making objective movies about their involvement in WW2 and beyond. Just like the pathetic U-571, where we are led to believe that the US obtained the Enigma machine, again, utterly false.<br /><br />To its credit, ""The Company"" is very well filmed and acted. The locales are also exceptionally well realised. Alfred Molina puts in a great performance as does Keaton (The conflict between them is very well done). I really wanted to like this show and no doubt I will end up watching the other 2 episodes but I really wish that US productions would stop trying to portray their Spies, servicemen etc as supermen who are vastly intellectually and physically superior to anyone else on the planet. It gets old fast and seriously detracts from the plausibility of what could have been a 10/10.<br /><br />S",negative
"While many unfortunately passed on, the ballroom scene is still very much alive and carrying on their legacy. Some are still very much alive and quite well, Octavia is more radiant and beautiful than ever, Willi Ninja is very accomplished and gives a great deal of support to the gay community as a whole, Pepper Labeija just passed on last year of natural cause, may she rest in peace. After Anji's passing Carmen became the mother of the house of Xtravaganza (she was in the beach scene) and she is looking more and more lovely as well. Some balls have categories dedicated to those who have passed, may they all rest in peace. There is currently another project underway known as ""How Do I Look?"", you can check out the website at www.howdoilooknyc.org.",positive
Could someone please explain to me the reason for making this movie? Sad is about all I can say; this movie took absolutely no direction and wound up with me shaking my head. What an awful waste of two hours. Noth should be ashamed of himself for taking money for this piece of garbage.,negative
"I think a lot of people just wrote this off as another one of Tom Cruise's weird movies (Magnolia, Eyes Wide Shut) but Vanilla Sky is definitely its own movie. Many people said it was weird; it wasn't. It was different and confusing but not weird. Weird is Stanley Kubrick or Pauly Shore. Different is The Truman Show. Confusing is The Matrix or The Game. And unlike Kubrick, this movie has a conclusion. Everything makes sense -- maybe not immediately, maybe not even today, but it will make sense. Vanilla Sky is confusing because David Aames (Tom Cruise) is confused. THAT'S the point. That's where the so-called ""weirdness"" that turned critics away came in. If they had bothered to ""open [their] eyes"" as the original 1997 Spanish movie, they would have seen that. And if that's not enough reason to see it, go see it for the music. Cameron Crowe offers a wonderful soundtrack; he uses it to set the ""feel"" -- that notorious element that many movies lack. With songs like The Beach Boys' ""Good Vibrations"" playing at the dramatic and emotional climax of the movie, he creates an offbeat, yet astoundingly ""right"" feel. A wonderful film, in its script, music, acting, and images, Vanilla Sky is sadly, a superficial bandwagon movie that critics chide in order to appear intelligent. Excellent: A+",positive
"After watching the movie a few times, I found so many subtle touches and emotions within the dialogue. Jing Ke, the Assassin has become one of favorite movie characters of all time. This fine Chinese actor says more with his eyes and his economy of words and movements then any big screen American actor today. Qin, the Emperor, is brilliant as he leads the audience to believe the kindness in his heart, only to unleash the most cruel acts upon the people around him. The promises he makes with incredible passion and shattered with an evil fist. Gong Li, as in just about every movie I've ever seen her in, is simply fantastic. Her screen dominance is so graceful and emotionally charged.<br /><br />In case you couldn't tell, I loved this movie.<br /><br />",positive
"OK, so my summary line is a cheap trick. But the movie is full of them and it gets absurdly praised, so...<br /><br />I caught this one on TV (uncut, as TV here shows all movies, that's for you Americans who might say I didn't like it because I saw a cut TV version - fortunately that's only an US thing), and had no idea about what it was. I switched on, caught the last minutes of a show, and the movie began. Within a minute, I was begging it was a comedy, given the particularly ridiculous clichéd beginning (yes, it's a bad movie-within-the-movie, I know, but what a way to try to keep the viewer interested! I don't even know why I didn't switch channels). And, yes, in fact the movie turned out to be a comedy, albeit an unintentional one.<br /><br />Marina Zudina is pretty enough, but gosh, what a dreadful performance! While casting a foreigner in the role is smart enough (she doesn't talk so bye bye language barrier), yet, sorry, Marina baby, playing mute doesn't mean impersonating Harpo Marx. Her acting is unintentionally funny in many moments, just look at her when she draws an X in the air while stalked by the killer. He wants to kill you, it's no time to play Zorro. We get plenty of ""running upstairs"" stuff passing for tension, as in the worst slashers, and things like pulling a carpet and a bad guy shots the other. Ugh! Will Hollywood ever learn? Yet the best/worst pearl is having a guy electrocuted in a bathtub and... Well, I have never seen anyone being electrocuted to death in a bathtub, but I'm sure you can't see the blue cartoon rays in real life, do you? And how about immediately trusting a mean-looking guy because he SAYS he's a cop, and not asking him to show you his credentials? OK, so he turns out to be a real cop. But still, not asking for the badge makes no sense (plot-wise, we could always think the credentials might be phony or he might be a crooked cop. Screen writing 101). And how about the big twist? Don't tell me you didn't see that coming from 200 miles away...<br /><br />I feel sorry for poor old Alec Guinness and his useless stock footage cameo. Now I think about this, what's the point in giving him a ""Mystery Guest Star"" credit... in the END titles? The movie's over, there's no mystery anymore, and everybody and their brother have identified Guinness (even non-movie buffs will recognize ""the old guy from 'Star Wars'""). Yet better off this way, so we can pretend it's not the late great actor.<br /><br />People keep comparing this to, of all people, Hitchcock. I suppose it has to be John Hitchcock the milkman, as the late Sir Alfred would feel embarrassed out of watching this, let alone making it. And this gets a 6.8/10???? It's Bottom 100 material! But then, we're talking a rating system that allows 'The Lord of the Rings: The Return of the King' to appear as the third best movie ever made (check Top 100), so...<br /><br />2/10.",negative
"This movie is about a young girl who goes to live with her rich cousins falls in love with one of her cousin, and reject the advance of a amoral suitor who brings trouble on the family. After seeing the 1999 version and reading the book, I decided to watch the older version. I found it did stay true to Fanny character in the book, but it was also boring character. Fanny character played by Sylvestra Le Touzel was lackluster; she often appeared to be about to faint. I also did not like Robert Bourbage who played Henry Crawford. I could not imagine him being interested in Fanny or her cousin Maria. Jackie Smith Wood who played Mary Crawford was okay but the wig she wore was so ugly. I lost interested in her acting and I kept staring at her wig. I kept expecting it would drop off her head. I could also see a slip of her real hair under the wig.",negative
"""Crush"" examines female friendship, for the most part avoiding the saccharine quality which spoils so many films with the same theme (e. g., ""Steel Magnolias""). At the same time, it reveals the power of a sudden passion to overwhelm and surprise. The events depicted were highly improbable, but the underlying emotional truth seemed very genuine to me. Not a film for the speeding-vehicle-and-explosion crowd, but grown-up women are certain to respond with both laughter and tears.",positive
"This is a well-crafted piece from everyone's favorite master of suspense. As usual, the technical elements such as camera work and lighting are outstanding (especially for the film's time). I did not find the first part of the film very exciting, but the latter one certainly made up for it with one thrilling scene after another.<br /><br />The only thing I did not like about this movie was the choice of Farley Granger for the part of Guy Haines. Somehow, I didn't find him very believable. On the other hand, Robert Walker shines as sinister 'bad guy' Bruno Anthony.<br /><br />Overall, I would highly recommend this.",positive
"You know you've got a bad film when you hear that the soundtrack is performed completely on a single cheap programmable synthesizer, without any melody or sense of rhythm.<br /><br />It's hard to see how anyone could take this film seriously, even while giving it a bad review. This film is way beneath 'bad'.<br /><br />The continuity of this film is outrageously butchered. In one fight scene, we the hero (wearing bluejeans and undershirt) turn a corner with two revolvers in his hand; he doubles back, only now he has two semi-automatics in his hands; he turns another corner and now he has an automatic rifle in his hands; he chases down a hallway and comes out (suddenly dressed in standard army fatigue jacket)with a shotgun; after which he exits the building with yet another automatic rifle. Or here's one for the books - a bus slams into a car at high speed; the car goes flying, thrown by a gigantic explosion - cut to the bus which is completely unscathed from the same explosion? The narrative continuity suffers from an equally numbing sense of unreality; the bad guys really want to kill the hero - obviously - but every time they knock him out or otherwise get him in a vulnerable position, they suddenly decide they want him ""to live to see this!"" Huh? One of the funnier moments of the film is when the hero is released from isolation because his lawyer has come to see him; then the bad guy decides he's not going to let the two meet after all; and this despite the fact that the the villain, the hero and his lawyer all know what's going on anyway, so the hero writes a note to the lawyer and next we see the note being passed to the lawyer by another prisoner, even though we never see the hero give it to him. (This lawyer, BTW, has complete access to the Offices of the ATF in California, including its confidential computer files.) Huh? Well, but it's a mindless action movie - so how're the action scenes? Not bad, surprisingly; unfortunately they happen to be stoled from about a dozen Hong Kong films made five or ten years previously. The opening scene, a shoot-out in a junker garage, actually has shots the composition of which are stolen directly from ""Hard Boiled"" - so clearly so that it's a wonder John Woo didn't sue for plagiarism.<br /><br />Other Hong Kong films stolen from include ""Prison on Fire"", ""Island on Fire"", ""Burning Paradise"", ""Police Story"" I, II, and III (aka ""Supercop""). I thought I recognized a couple Sammo Hung clips here as well. In other words, the actions scenes are exciting only to the extent that they are successful duplications of action scenes from other films.<br /><br />There's nothing one can do with this film unless one shoots smack and just needs a lot of visual stimuli that needn't be make any sense.<br /><br />Very funny film, for all the wrong reasons.",negative
"This has been one of the best vampire movies that I have seen in a long time. It was very seductive and alluring, I liked that it did not have the usual gore and carnage that comes along with most vampire movies. The music was excellent. It would be great if there was a sequel.",positive
"This great film never showed up in my town, so actually I didn't have any opportunity to watch it until the late 80'es when I caught it on German television. I was expecting something of a disaster, and found instead a well-acted grand western with superb location work. The tiny tube couldn't really damage it and there's almost not a dull moment in this 4-hour film, so I hope to see it once again on the big screen. What a spectacle that would be! Don't miss it, if you ever have the chance. Unfortunately the harsh treatment of ""Heaven's Gate"" at its opening ruined Michael Cimino's career and he moved from the passable (""Year of the Dragon"") to the boringly ludicrous (""The Sicilian"") and the screechingly dumb (""Desperate Hours"").",positive
"I finally purchased and added to my collection a copy of ""Show People"". I cannot comment any more than what previous viewers have stated and to the characters, plot and overall quality of this film without repeating their own words. Seeing the cameo, out-of-character appearances of so many M-G-M silent stars is worth the viewing in and of itself. I really like the scene where Marion Davies plays herself and is encountered by herself playing the main character of the movie, Patricia Pepoire. Make sure you read her lips as there is no title card indicating what she is saying when she sees Marion Davies but it is something to the effect of ""I don't think I like her!"" Pop the corn, pop in the tape and get ready to go back more than three quarters of a century in movie making history. Enjoy!",positive
"The Pickle was the most underrated film of the decade. Despite my best efforts at home, it is still seen as a bad movie. I say to hell with everyone on this. Every one doesn't understand that it is in part a comedy with a dramatic twist at the end. Danny Aiello plays a burnt out director with perfection and conveys a sad depressed man. the scene when he is trying to record a last message is quite good. The interludes of Stones movie are absolutely funny. ""This is Harry Stone and today I become a man!"" In all a fine and sadly misunderstood movie. Plus a great cameo by Little Richard. Hilarious! I hope that more people see this movie because 202 people is not enough for a consensus.<br /><br />-Silence Dogood",positive
"The stark, cold landscape of Big Sky Country, with its majestic snow-capped mountains juxtaposed to barren plains, is put to poetic use here in this Lynchian fable/slide picture show about death and melancholy from the young and talented Polish Brothers (who previously treated indie movie fans to the bizarre and fascinating ""Twin Falls Idaho""--a film about a young woman falling in love with two brothers who happen to be Siamese twins). A little orphan boy is dying, and a town is about to flooded in the name of progress (in the form a damn and hydroelectric power plant). With its eerily pleasing music score, minimalist dialogue and character development, and uncanny fantasy sequences involving some very unique angels, the Polish brothers put their focus on what every good film artist knows a film should be about, the moving pictures...the images, the scenes...paintings of deep beauty captured on celluloid. This is best to be viewed late at night so that the haunting imagery can linger in your mind and wash over you as you drift off into sleep. The fact that all of this was done on a shoe-string budget of less than two million dollars puts Hollywood with their bloated film costs and hollow movies to shame and indicates something grand to come from the Polish brothers in the future.",positive
"I first saw this film as a young boy and recently purchased it on DVD.<br /><br />James Stewart brings great depth to the role of Chip Hardesty, a hardworking and dedicated FBI agent. His life in the Bureau is intercut with his family life, which is not all rosy. His wife (an excellent portrayal by Vera Miles) lives in fear of the dangerous nature of his job, and they even separate for a time; Chip's best friend and fellow agent Sam Crandall (Murray Hamilton) is killed in a gunfight; Chip's son, Mike, enlists in the Marines during World War II. Through it all, the family carries on with bravery and dignity.<br /><br />The action sequences are quite exciting and the semi-documentary style of the film works effectively. And the music by Max Steiner says it all; fidelity, bravery and integrity.<br /><br />This country owes a great debt of gratitude to the men and women of the FBI and, yes, to J. Edgar Hoover as well. If Mr. Hoover's type of vigilance had been observed, we might have been spared 9/11, the surge in crimes against children and many of the venal politicians we've had to put up with since his passing.",positive
"I go to UCSB and take some classes with the executive producer, Alison Anders. She's a superb teacher and director so anything she put her name on, I thought must be pretty good. This film as a selection at the Santa Barbara film festival seemed like a good choice.<br /><br />While this movie included some nice shots and cinematography, the lack of story and coherence really took away from anything the it was attempting to accomplish. My main problem was that this was someone's first film and you could obviously tell. Bad acting and an even worse screenplay stopped this film from getting off the ground. The soundtrack had some nice music that gave a sense of the main characters struggle to cope with the sadness that lead to his leaving and now returning the place he grew up. I just have to say that despite some of the better craft of the film, it's lack of story and performance really prevented it from being some good.",negative
"This movie tries its darndest to capture that classic bad canadian movie feel:<br /><br />""quirky"" and obnoxious characters (a few); ""quirky"" town with ""quirky"" folk; a ""quirky"" coffee shop or restaurant (coffee shop here); lots of shots of canadian stuff for postcards (ocean stuff here); lots of mention of ""gotta get out of this town""; downright booooring.<br /><br />And it succeeds on all counts.<br /><br />Something to note, though. I couldn't figure out whether this movie was just trying to be post-Northern Exposure ""quirky"" comedy or something surreal like a drug-induced or psychotic hallucination. The editing of this movie jumped around nonsensically from one unrelated thing to another with zero pacing or motivation. Not to mention the fact that half the time we didn't even know where we were jumping. Take for instance, the very opening shots, of yelling teens in a car. Who are they and what the h--- did they have to do with anything? And this sub - uh - plot (use that word plot loosely) concering kids that seem to span generations. I don't think they actually do, but the editing makes it look like they materialize from flashback, all of a sudden, to current time. Huh? What did I miss?<br /><br />Avoid. Unless for laughs. Or you want to try and trip out on the inept editing.",negative
"This was a movie that could have been great if there were not so many unnecessary historical inaccuracies and if the actors had been chosen or made up to look a little more like the real persons (not very difficult). Sissi did not go to Mayerling to see her dead son, she also did not die in the street; they carried her on to the boat and then back to the hotel, which was much more dramatic. I am not sure about the wedding night, but I find it exaggerated that a lady-in-waiting would undress the empress and leave her completely naked (and that in the 1850's) or that the emperor would announce very proudly ""yes I finally laid her"" to the assembled court. As far as I know this was done right away on the first night and nobody rewarded her as if she were a streetwalker. The saving grace of the movie is really Stephane Audran, excellent actress and true to character.",negative
"Ridiculous-looking little boogers that spawn foam and reproduce themselves. So far for the horror-elements this movie has. All the rest of MUNCHIES plays out like a really retarded comedy that's so stupid you won't find it funny anymore after about 15 minutes. I can imagine little kids cheering for these little boogers, but adults will be left with only those supposedly ""smart"" references translating to on-screen stuff like Capt. Kirk's log entries from STAR TREK, the most well-known scene from E.T., a blatant statement from the filmmakers going ""Look! We're cashing in on GREMLINS' success here!"" and a cardboard cut-out of Clint Eastwood telling us... what about his western movies exactly? That last one was totally lost on me... Oh yes, and chemical waste disposal in caves seems to be a bad thing. Don't know where they got that idea from.<br /><br />Not to say that MUNCHIES is the most insufferable film to sit through, for that matter. It's just really, really dumb. And if you manage to crack a smile while watching it, you'll probably feel as dumb yourself for having done that after the film's finished.<br /><br />Good Badness? Yes, but only if ""dumb"", ""retarded"" & ""ridiculous"" are criteria you're looking for. 3/10 and, well, uhm, 6/10.",negative
"After finishing the Zero Woman series, I was looking forward to the Female Prisoner Scorpion series; both based upon comics by Tooru Shinohara. Unfortunately, I was not able to see them in order, as this is the third in the series.<br /><br />It starts great as The Scorpion (Meiko Kaji) is escaping from the police. Detective Kondo (Mikio Narita) did manage to get a cuff on her, but she proceeded to cut off his arm and get away. If that isn't bad enough, later on a dog digs up the arm and is seen trotting down the street before finding a place to enjoy his treat.<br /><br />Scorpion might as well go back to prison as life is no picnic on the outside. First, a local Yakuza Tanida (v) threatens to put her back if she doesn't put out; and then the gang leader gets her when she gets rid of Tanida. But, they don't hold her for long before she escapes and is looking for vengeance.<br /><br />Soon they are dropping like flies. Some certainly deserved it for wearing garish outfits with shirt collars so big they went all the way to the shoulder. The madam (Reisen Lee) turns herself in to avoid getting killed.<br /><br />The police arrive at her latest kill and trap her in the sewer. She's in there for a week and the cops find out that a friend (Yayoi Watanabe) has been supplying her with food. (The story O Yuki (Watanabe) and her brother is a subplot that is very interesting, but only incidental to the movie.) They try to burn her out, but this is The Scorpion, and she has some unfinished business.<br /><br />Not the usual mix of sex and violence, this is a slow tale that is beautiful throughout.",positive
"I saw the movie with two grown children. Although it was not as clever as Shrek, I thought it was rather good. In a movie theatre surrounded by children who were on spring break, there was not a sound so I know the children all liked it. There parents also seemed engaged. The death and apparent death of characters brought about the appropriate gasps and comments. Hopefully people realize this movie was made for kids. As such, it was successful although I liked it too. Personally I liked the Scrat!!",positive
"I did no research on the film prior to my first viewing of it because it was part of a Welles box set I had recently purchased. A box set I chiefly got because I wanted to own A Man For All Seasons and to also re-evaluate Waterloo. So I stick Orson and Rita in the player and I'm treated to class and confusion in equal measure.<br /><br />On the surface the story seemed a simple one, man meets gorgeous woman and saves her from a couple of thugs, they click straight away and man gets offer of work on a cruise with woman and her famous lawyer husband, and then.............<br /><br />..well it becomes murder mystery of plotted devilment and much shenanigans. Michael O'Hara (Orson Welles} himself doesn't really know what is going on, he is as confused as the viewer is, and that is wonderful to watch as he is pulled all over the place by pretty much everyone in the film. Obviously being pulled by the heart strings by a femme fatale of such beauty as Elsa Bannister (Rita Hayworth} has its moments, but you just know that things are going to go pear shaped.<br /><br />So many wonderful things in the film, it has Welles visual style all over it, see a scene in an aquarium that is marvellous and the ending sequences in a fun house is majestic on the eye. The narration from O'Hara is joyously self mocking, and we get good light relief by way of a court case with Everett Sloane considerably lighting up proceedings.<br /><br />Yet the film is an oddity, and in fact it's a choppy viewing experience, because {as I was to find out after} studio bosses cut the film by pretty much a whole hour, and that is just not only frustrating to us the viewer, but unfair on Welles' vision. I'm positive that a full original cut of this film would have been lauded and revered wholesale, as it is tho, we have a very good and intriguing film, one that sadly only hints at greatness, but remains a fiendishly engrossing film that I'm glad I own to revisit further. 8.5/10",positive
"Dark comedy? Gallows humor? How does one make a comedy out of murder? It can be risky business as the viewer is required to let go of their moral values and laugh at the antics of a man who kills people. So, the story has be rock solid with a good dash of suspended reality in order to make it work. So, Pierce Brosnan, the Irishman's answer to 007 is now cast as a chain-smoking, sex-addicted alcoholic who kills people for a living and is having a life crisis. He meets a struggling businessman, Greg Kinnear, and after a rocky beginning, he learns that he needs a friend. But, Greg's happily married to Hope Davis and Brosnan sees in him the basic things he doesn't have, love, home and a life. Add character actor, Philip Baker Hall as the hit-man's manager and we're off to the races. Brosnan is wonderfully crass and crude as the anti-hero and Kinnear delightful as his counterpart, the very human businessman. Hope Davis adds a sparkle as Kinnear's very conventional wife who is fascinated with this derelict who drifts into their lives. The ending is delightful and with some surprise to it. You should leave the theater feeling, at least, partly good-- if you're able to suspend being aghast at killing people.",positive
"$25,000 Pyramid Clues: Deep Blue Sea. Tremors. Slither. Eight Legged Freaks.<br /><br />Pyramid Category: Movies that were funnier and more thrilling than Snakes on a Plane.<br /><br />Hell, with that definition I'd have to include the relatively harrowing journey of Ted and Elaine in Airplane! as superior to Snakes in both laughs and thrills.<br /><br />The sad truth is that this isn't even close to the mother of all unintentionally intentional funny snake movies: Anaconda! Besides the never to be seen again casting of JLo-Cube-O.Wilson-Stoltz-Wuhrer in the same flick, you had Jon Voight pulling off the all-time cinematic heist. His final scene alone represents everything SOAP tried and failed to do as a ""so-ludicrous-it's-fun"" movie.<br /><br />In the end, Snakes on a Plane is definitive proof that studio execs and fanboys make the worst collaborators possible. Every big scene had been discussed and dissected so much the last year, all that was left to amuse by opening night was the amount of fanboy flop-sweat that had to be mopped up at my theater. I heard more forced laughs here than at a studio taping for ""According to Jim"".",negative
"A young man kills a young woman for no reason. The man's brother is jailed on charges that he was an accomplice, but soon escapes. Upon escaping, the seemingly innocent man kidnaps three victims and soon he ropes his girlfriend in on the plot. If this isn't bad enough, the situation quickly makes a downward spiral.<br /><br />This film had some good aspects and many bad ones. Its strongest aspect was lead actress Emily Haack. Setting aside the fact she's nude in a fair amount of this film, she presents herself as a decent actress and a very strong character. I see no reason she cannot take this experience and somehow turn it into a career in some way. I was convinced she was a ruthless individual.<br /><br />Also, the makers of this film were very bold and pulled no punches. Graphic nudity (both male and female), coprophagia, and extreme anal violence are not shied away from. I like my horror films to push the boundaries a little bit, and this one ignored them altogether, gladly skipping towards Gomorrah. Maybe it was too much, but I think they achieved what they were looking for.<br /><br />But now the negative aspects. First, and most noticeable, this film is very low budget and the film quality shows this. I can excuse that -- the plot was decent, the acting fine and in some scenes the lower quality film actually made the movie more disturbing (a more realistic feel). So, I won't scold them for having low-grade equipment. What I will scold them for is the use of poor choices in shots. For no reason I can ascertain (besides plumping the movie), there is a large amount of footage of a cemetery. I don't really know why, and I frankly started dozing off at this point because it was so long and pointless.<br /><br />I also take issue with the title. The idea here was to deceive people into thinking this film had some connection to the classic ""I Spit on Your Grave"". Now, there is a line that seems to imply the main character is the daughter of the woman from this other film. And the themes are very loosely the same (a woman getting revenge on men). But there is no firm connection and the reason this title was chosen was for the video store customer to think they were getting a sequel. This was deceptive and dishonest.<br /><br />My last major complaint is that this plot makes no real sense. Not even a little bit. A woman is killed in the beginning for no reason. A prison escapee finds time to kidnap people to torture them, for no reason (because they wronged his girlfriend?). The same man goes from good to very evil without explanation. Likewise, the female lead (Haack) turns fro ma normal person to someone who is overly cruel and sadistic, for no reason at all, and against people who for the most part were only marginally mean to her (a neighbor offering drugs for sex is wrong, but by no means worth getting tortured for).<br /><br />Don't let this title fool you, or the claims that the film is incredibly shocking. Yes, some scenes were shocking, but the vast majority of the film is dull and makes you want to take a nap. If you see this in the video store or on Netflix, just keep browsing. Or rent it, and we can sit around and vent about it for hours. You have been warned.",negative
"The people who are praising this film are the real disappointments -- I am hoping at least that Leonard will see some good $$ out of this, as his life savings were embezzled away by a manager a couple of years ago and he's over 70 now. But this film is simply terrible. At the beginning Leonard himself says he is not sentimental about his past, and then for the next hour and a half the film emphasizes all the worst sentimental elements of Leonard's songs. It is so bloody PRECIOUS with its endless close-ups of over emoting singers. Cohen's interview is all done in lo-fi video closeups and I so wanted to see a medium or a long shot of his whole body! I couldn't care less about the comments of the performers, especially those overblown ego boys Edge and Bono. None of the performers in this film have done even one song as good as Leonard's own music and if you are thinking about seeing this and you have any doubts at all, heed them. This would be an acceptable PBS special, maybe, for a one time showing. But I will even hesitate at getting a DVD of this. When the film finally shows Leonard semi-performing ""Tower of Song"" it's ruined by Bono taking a verse. Even the occasional good performances (Antony, Rufus' first number, Martha's The Traitor) are spoiled by the context of the rest of this turgid blabla. Forget this one, and go buy Leonard's most recent album if you want to pay tribute to him.",negative
